event_date,member_id,campaign_product,campaign_cosa,converted_product,converted_cosa,campaign_nm,conversion_channel_nm,quote_start_qty,quote_complete_qty,app_start_qty,app_complete_qty,prod_acq_qty,impression_qty,click_qty,campaign_funding_source
2025-04-22,NTk0MDc0MzU=,Credit Card,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Mobile,41,38,24,14,Paid Search,116,63,Bank Deposits
2025-04-16,NDU5NTI4MzQ=,Renters,P&C,Homeowners,P&C,P&C_Renters_Campaign_1,Offline,44,35,21,10,Paid Social,185,66,Bank Homeowners
2025-02-10,NDY0MDQ5MjQ=,Renters,Bank,Consumer Loans,P&C,P&C_Homeowners_Campaign_2,Mobile,43,34,28,15,Direct Mail,104,64,P&C Deposits
2025-02-09,NjI2NjUxNTM=,Renters,Bank,Renters,P&C,Bank_Credit Card_Campaign_1,Offline,49,39,20,17,Paid Display,113,79,Bank Homeowners
2025-02-16,NDg2NTU1MTc=,Renters,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_2,Internet,41,30,23,14,Direct Mail,106,70,Bank Deposits
2025-04-25,MTM2NzI0ODA=,Homeowners,P&C,Renters,Bank,P&C_Renters_Campaign_2,Internet,46,39,24,13,Direct Mail,143,74,P&C Consumer Loans
2025-02-22,ODUzMDIwMDA=,Renters,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_1,Internet,47,30,26,15,Email,170,80,P&C Renters
2025-04-30,NzIzOTY1ODU=,Consumer Loans,P&C,Homeowners,P&C,Bank_Credit Card_Campaign_2,Internet,40,37,22,18,Direct Mail,122,66,Bank Deposits
2025-04-04,ODMzMzg0Nzk=,Auto Insurance,P&C,Credit Card,Bank,Bank_Deposits_Campaign_1,Offline,48,32,27,18,Direct Mail,188,66,P&C Deposits
2025-02-20,NTg1MTU4NzI=,Renters,P&C,Renters,Bank,Bank_Consumer Loans_Campaign_2,Internet,49,32,27,13,Paid Display,141,62,P&C Auto Insurance
2025-04-09,NDY0MDQ5MjQ=,Auto Insurance,P&C,Consumer Loans,P&C,P&C_Homeowners_Campaign_1,Offline,42,39,26,18,Paid Social,129,73,Bank Credit Card
2025-02-26,ODM5MzcyNDA=,Homeowners,P&C,Credit Card,P&C,Bank_Credit Card_Campaign_1,Offline,43,32,29,17,Paid Social,181,69,Bank Credit Card
2025-03-22,Mzk1MjY3NjU=,Homeowners,P&C,Homeowners,Bank,Bank_Deposits_Campaign_2,Offline,42,30,24,15,Paid Search,154,67,P&C Deposits
2025-04-25,MjczMDc2OTI=,Deposits,P&C,Credit Card,P&C,Bank_Deposits_Campaign_2,Internet,43,30,22,17,Paid Search,104,79,P&C Credit Card
2025-02-21,NDU5ODQzNDE=,Deposits,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Offline,48,33,26,18,Direct Mail,132,78,P&C Auto Insurance
2025-03-03,OTQ4NzY4Mzg=,Homeowners,P&C,Consumer Loans,Bank,P&C_Renters_Campaign_2,Offline,47,35,20,16,Paid Display,106,75,Bank Homeowners
2025-04-20,MTM2NzI0ODA=,Deposits,P&C,Renters,Bank,Bank_Deposits_Campaign_2,Offline,43,30,23,14,Paid Social,131,70,Bank Homeowners
2025-02-27,NzcyNTc1MzQ=,Auto Insurance,Bank,Auto Insurance,Bank,Bank_Consumer Loans_Campaign_2,Internet,45,33,25,14,Paid Search,106,80,Bank Credit Card
2025-04-17,MzQ1MzI4NDU=,Renters,Bank,Consumer Loans,Bank,P&C_Homeowners_Campaign_1,Offline,43,38,23,18,Paid Display,96,63,Bank Auto Insurance
2025-02-06,OTYxNjg2Nzg=,Consumer Loans,P&C,Auto Insurance,P&C,P&C_Homeowners_Campaign_1,Internet,47,36,24,10,Email,148,63,Bank Auto Insurance
2025-04-07,OTQ0Mjk1OTQ=,Renters,Bank,Consumer Loans,Bank,Bank_Deposits_Campaign_1,Mobile,40,38,26,14,Paid Social,117,67,Bank Auto Insurance
2025-02-26,NjM4MzEzNzU=,Homeowners,Bank,Deposits,Bank,P&C_Renters_Campaign_1,Mobile,44,35,28,16,Email,187,74,Bank Credit Card
2025-03-24,MzAxNzIwMDc=,Homeowners,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Offline,42,39,28,18,Email,96,67,P&C Consumer Loans
2025-04-23,NTA3MjQ2OTQ=,Credit Card,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_1,Internet,43,32,25,14,Paid Search,111,76,Bank Homeowners
2025-05-02,Mjg4NDkxOTk=,Deposits,Bank,Auto Insurance,Bank,P&C_Renters_Campaign_1,Internet,47,38,25,19,Direct Mail,117,77,P&C Renters
2025-03-27,MTgxMjEyMzc=,Renters,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_2,Mobile,45,31,23,15,Paid Social,191,67,Bank Renters
2025-04-25,MzY3ODc0OTE=,Deposits,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Offline,40,35,26,14,Paid Social,183,67,P&C Credit Card
2025-02-26,NDQ3OTM5Mjg=,Renters,Bank,Renters,P&C,P&C_Renters_Campaign_1,Offline,40,37,24,14,Paid Display,200,75,Bank Auto Insurance
2025-03-27,ODg0MzM4NDM=,Deposits,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_1,Offline,41,37,24,12,Paid Search,167,76,Bank Credit Card
2025-03-12,NDQ5MDI5NTU=,Auto Insurance,P&C,Homeowners,P&C,P&C_Renters_Campaign_1,Offline,42,39,22,15,Email,90,80,P&C Auto Insurance
2025-04-12,ODcwNTgxODA=,Homeowners,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_1,Internet,41,34,29,10,Direct Mail,108,79,Bank Renters
2025-04-14,MTc4MjIwOTM=,Renters,P&C,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Offline,49,32,23,16,Paid Social,168,79,P&C Credit Card
2025-04-22,MzgwNzAzMjM=,Credit Card,Bank,Auto Insurance,P&C,P&C_Homeowners_Campaign_1,Internet,40,30,27,10,Paid Display,171,76,Bank Homeowners
2025-03-18,ODIxOTE0NzA=,Deposits,P&C,Credit Card,Bank,Bank_Credit Card_Campaign_1,Internet,40,38,24,17,Email,101,73,P&C Credit Card
2025-03-26,ODgxMzMzMzU=,Renters,P&C,Consumer Loans,Bank,Bank_Deposits_Campaign_2,Mobile,47,33,27,16,Direct Mail,148,60,Bank Consumer Loans
2025-04-01,Mjc1OTMwNDk=,Renters,P&C,Renters,Bank,P&C_Homeowners_Campaign_2,Mobile,46,39,26,15,Paid Search,137,63,Bank Renters
2025-04-14,Nzk2MDI2ODE=,Renters,Bank,Renters,Bank,Bank_Credit Card_Campaign_1,Offline,43,34,28,19,Paid Search,83,63,Bank Consumer Loans
2025-03-05,ODUyNzIxNDY=,Renters,P&C,Renters,P&C,P&C_Renters_Campaign_1,Internet,46,38,22,17,Email,106,66,P&C Homeowners
2025-02-27,MzE2NTE2MzU=,Credit Card,P&C,Auto Insurance,Bank,P&C_Homeowners_Campaign_2,Offline,48,35,23,18,Paid Display,96,63,Bank Renters
2025-04-16,ODg0MzM4NDM=,Credit Card,Bank,Consumer Loans,P&C,Bank_Credit Card_Campaign_1,Mobile,42,37,29,17,Paid Social,138,73,P&C Credit Card
2025-02-03,MzY5MTMxMzM=,Deposits,Bank,Deposits,Bank,P&C_Renters_Campaign_2,Mobile,42,34,22,12,Paid Social,199,76,Bank Consumer Loans
2025-03-05,NjM4MzEzNzU=,Homeowners,Bank,Credit Card,P&C,P&C_Renters_Campaign_2,Offline,46,35,21,15,Direct Mail,163,74,P&C Consumer Loans
2025-03-07,MjUzMzM3Mzc=,Renters,P&C,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_2,Mobile,44,38,27,13,Paid Display,162,74,Bank Renters
2025-04-29,MzUwMjE1MjE=,Homeowners,Bank,Renters,Bank,Bank_Credit Card_Campaign_2,Mobile,44,39,26,14,Direct Mail,195,66,P&C Homeowners
2025-03-30,Mjc4NjY3Nzk=,Deposits,P&C,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_2,Internet,48,35,22,13,Paid Social,93,65,P&C Deposits
2025-04-20,Mjc4MjkzMzI=,Auto Insurance,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Offline,49,34,25,14,Direct Mail,183,68,Bank Homeowners
2025-05-02,ODI1NjMwMjE=,Auto Insurance,P&C,Consumer Loans,Bank,P&C_Renters_Campaign_1,Internet,48,35,24,10,Paid Search,107,62,P&C Consumer Loans
2025-02-07,NDQ0MTQ1Mjk=,Consumer Loans,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_2,Offline,43,32,24,12,Email,100,64,Bank Homeowners
2025-03-25,MjczMDc2OTI=,Homeowners,P&C,Deposits,P&C,Bank_Consumer Loans_Campaign_1,Internet,48,35,25,14,Paid Display,119,67,Bank Homeowners
2025-02-14,ODUxODExNTQ=,Auto Insurance,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_1,Internet,49,31,24,17,Paid Social,101,76,Bank Homeowners
2025-04-16,ODI1NjMwMjE=,Deposits,P&C,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Offline,40,37,26,17,Direct Mail,94,63,P&C Consumer Loans
2025-02-19,MTkyMTY5NzI=,Renters,Bank,Renters,P&C,Bank_Credit Card_Campaign_2,Mobile,40,34,26,18,Direct Mail,198,78,Bank Deposits
2025-03-05,NTA3MjQ2OTQ=,Consumer Loans,P&C,Credit Card,Bank,Bank_Credit Card_Campaign_2,Internet,40,31,25,12,Direct Mail,139,60,Bank Auto Insurance
2025-03-05,MzQxOTk3MDY=,Auto Insurance,P&C,Renters,P&C,Bank_Consumer Loans_Campaign_2,Mobile,44,32,20,15,Email,91,74,P&C Auto Insurance
2025-04-01,Mjc4NjY3Nzk=,Renters,Bank,Homeowners,P&C,Bank_Deposits_Campaign_2,Internet,41,36,29,14,Paid Search,127,61,Bank Auto Insurance
2025-03-06,OTYxNjg2Nzg=,Auto Insurance,P&C,Credit Card,P&C,P&C_Renters_Campaign_1,Offline,49,30,26,15,Email,126,69,P&C Deposits
2025-04-12,MTU5OTAyNTk=,Auto Insurance,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_2,Internet,49,31,27,10,Direct Mail,173,75,Bank Renters
2025-03-17,MjczMDc2OTI=,Deposits,P&C,Deposits,Bank,Bank_Credit Card_Campaign_1,Offline,43,35,23,11,Direct Mail,102,64,Bank Credit Card
2025-04-02,NjQxNTA2NDg=,Homeowners,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_2,Offline,41,39,24,10,Paid Search,155,62,P&C Homeowners
2025-03-09,MTU5OTAyNTk=,Consumer Loans,Bank,Auto Insurance,P&C,P&C_Renters_Campaign_1,Mobile,43,36,29,11,Email,109,77,Bank Consumer Loans
2025-04-12,ODM5MzcyNDA=,Homeowners,P&C,Renters,Bank,Bank_Credit Card_Campaign_1,Mobile,45,37,22,14,Paid Social,153,69,P&C Homeowners
2025-03-02,Njc0NTQzODg=,Homeowners,Bank,Homeowners,Bank,Bank_Credit Card_Campaign_2,Offline,40,36,28,12,Direct Mail,145,62,Bank Consumer Loans
2025-04-08,OTUyMTE4MTg=,Renters,P&C,Renters,P&C,P&C_Renters_Campaign_2,Mobile,43,33,22,18,Paid Social,122,61,P&C Homeowners
2025-04-14,NzIzOTY1ODU=,Deposits,Bank,Renters,P&C,P&C_Homeowners_Campaign_1,Mobile,46,31,29,19,Paid Display,101,72,Bank Homeowners
2025-03-10,OTQ0Mjk1OTQ=,Homeowners,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_2,Internet,46,39,25,18,Paid Social,156,61,P&C Credit Card
2025-03-30,MjAxODIzMjM=,Credit Card,P&C,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_2,Offline,47,38,24,13,Paid Display,173,64,P&C Consumer Loans
2025-03-03,Mzc4OTQzNTM=,Homeowners,Bank,Credit Card,P&C,Bank_Deposits_Campaign_1,Offline,45,38,21,16,Email,105,65,Bank Deposits
2025-04-28,NTMzMDc1MjI=,Credit Card,Bank,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Offline,48,33,23,17,Email,86,79,P&C Consumer Loans
2025-02-27,NDU5ODQzNDE=,Homeowners,P&C,Credit Card,Bank,P&C_Renters_Campaign_1,Internet,49,34,28,18,Paid Display,122,66,P&C Renters
2025-03-22,MzMyNDY5MTE=,Deposits,Bank,Auto Insurance,Bank,P&C_Renters_Campaign_1,Offline,44,31,27,17,Paid Display,178,80,Bank Homeowners
2025-03-11,NjM4MzEzNzU=,Consumer Loans,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_1,Internet,41,36,24,12,Paid Search,143,60,P&C Credit Card
2025-03-09,Njk3NDM0MTc=,Deposits,Bank,Credit Card,Bank,P&C_Renters_Campaign_2,Internet,48,36,26,19,Email,86,70,P&C Auto Insurance
2025-03-01,OTQzMTY0MjY=,Credit Card,Bank,Renters,P&C,Bank_Credit Card_Campaign_2,Offline,47,32,23,10,Paid Search,123,68,Bank Renters
2025-04-11,NjI2NjUxNTM=,Auto Insurance,Bank,Credit Card,P&C,Bank_Consumer Loans_Campaign_2,Mobile,41,36,22,16,Paid Display,168,80,P&C Homeowners
2025-03-31,Mjc4MjkzMzI=,Deposits,P&C,Credit Card,P&C,Bank_Consumer Loans_Campaign_1,Mobile,41,36,28,13,Paid Search,92,65,P&C Renters
2025-02-18,NDczNjA2ODU=,Renters,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_2,Internet,43,36,28,15,Email,123,67,P&C Credit Card
2025-02-15,MTM0NDQxMjM=,Renters,P&C,Consumer Loans,Bank,P&C_Renters_Campaign_1,Offline,40,34,26,14,Paid Display,178,63,P&C Auto Insurance
2025-03-04,OTUyMTE4MTg=,Consumer Loans,P&C,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Offline,44,32,27,17,Paid Display,102,69,P&C Renters
2025-04-18,NzY5MzQ0MzM=,Deposits,P&C,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Offline,45,39,21,16,Paid Search,94,69,P&C Credit Card
2025-04-21,OTU4NjgwMTM=,Auto Insurance,Bank,Deposits,Bank,Bank_Credit Card_Campaign_1,Mobile,48,36,23,17,Email,113,71,Bank Auto Insurance
2025-04-26,MTEwNDU4MTY=,Homeowners,Bank,Renters,Bank,Bank_Consumer Loans_Campaign_1,Mobile,43,35,28,12,Direct Mail,106,72,Bank Credit Card
2025-03-30,ODU5NDY2OTM=,Deposits,Bank,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_1,Mobile,48,34,27,12,Email,134,64,Bank Deposits
2025-02-21,Mjc1OTMwNDk=,Renters,P&C,Renters,Bank,P&C_Renters_Campaign_1,Mobile,48,30,23,12,Direct Mail,142,76,Bank Homeowners
2025-02-28,ODIxOTE0NzA=,Credit Card,Bank,Consumer Loans,Bank,Bank_Deposits_Campaign_1,Internet,42,38,26,15,Paid Social,104,62,P&C Renters
2025-04-29,NDY0MDQ5MjQ=,Deposits,Bank,Homeowners,P&C,P&C_Homeowners_Campaign_1,Mobile,48,35,29,14,Email,155,63,P&C Auto Insurance
2025-03-12,MTIwMzc4ODM=,Credit Card,Bank,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_1,Mobile,48,31,28,16,Paid Social,159,60,P&C Consumer Loans
2025-04-18,NzcxMTEwOTU=,Auto Insurance,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_1,Internet,48,30,26,10,Paid Display,82,67,Bank Deposits
2025-04-03,Njg4MzMxNTE=,Deposits,Bank,Renters,P&C,Bank_Deposits_Campaign_2,Mobile,48,32,27,10,Paid Search,191,78,P&C Consumer Loans
2025-04-05,MjczNDEwMTA=,Renters,P&C,Renters,P&C,P&C_Renters_Campaign_1,Offline,49,32,27,11,Paid Display,192,64,Bank Deposits
2025-03-29,Mzc4OTQzNTM=,Homeowners,P&C,Auto Insurance,Bank,P&C_Renters_Campaign_2,Internet,44,34,25,11,Paid Search,161,75,Bank Deposits
2025-02-10,MzQ1NTA2NDk=,Credit Card,Bank,Homeowners,P&C,P&C_Homeowners_Campaign_1,Internet,40,30,27,19,Paid Social,197,63,P&C Consumer Loans
2025-03-10,Mzc4OTQzNTM=,Credit Card,Bank,Credit Card,P&C,Bank_Deposits_Campaign_2,Offline,45,30,22,17,Email,191,70,P&C Credit Card
2025-04-25,OTk1NTQ2Mjg=,Renters,Bank,Consumer Loans,P&C,P&C_Homeowners_Campaign_2,Mobile,42,33,27,11,Paid Search,87,80,P&C Deposits
2025-02-03,ODIzMTgxNzQ=,Credit Card,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Mobile,43,30,20,18,Paid Social,91,63,P&C Deposits
2025-04-16,ODM5MzcyNDA=,Deposits,Bank,Auto Insurance,P&C,P&C_Homeowners_Campaign_1,Internet,46,32,24,19,Paid Social,179,72,P&C Consumer Loans
2025-02-07,Njc0NTQzODg=,Renters,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_1,Offline,44,34,25,11,Direct Mail,131,78,P&C Renters
2025-04-19,MTQxODA4NzA=,Homeowners,Bank,Deposits,P&C,Bank_Deposits_Campaign_1,Internet,41,36,25,14,Paid Social,172,72,Bank Credit Card
2025-03-14,Mjg4NDkxOTk=,Credit Card,P&C,Renters,Bank,Bank_Credit Card_Campaign_2,Offline,41,37,20,15,Paid Social,173,64,P&C Auto Insurance
2025-02-06,MzMyNDY5MTE=,Credit Card,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_2,Mobile,49,31,27,14,Paid Social,86,66,P&C Renters
2025-02-28,NDY0MDQ5MjQ=,Homeowners,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_1,Mobile,49,39,27,14,Email,90,78,Bank Credit Card
2025-04-26,MzY3ODc0OTE=,Homeowners,Bank,Homeowners,Bank,Bank_Credit Card_Campaign_2,Offline,46,36,27,15,Paid Search,111,64,P&C Deposits
2025-03-10,NTMzMDc1MjI=,Homeowners,Bank,Deposits,Bank,Bank_Credit Card_Campaign_2,Offline,48,39,26,11,Paid Search,187,64,Bank Auto Insurance
2025-02-25,NzIzOTY1ODU=,Auto Insurance,Bank,Consumer Loans,P&C,Bank_Credit Card_Campaign_1,Mobile,42,30,28,17,Paid Social,150,65,Bank Deposits
2025-03-18,NzcyNTc1MzQ=,Auto Insurance,Bank,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Mobile,40,32,28,10,Paid Social,194,74,P&C Credit Card
2025-03-08,NTMzMDc1MjI=,Deposits,Bank,Deposits,Bank,Bank_Credit Card_Campaign_2,Mobile,49,30,20,19,Email,164,63,Bank Consumer Loans
2025-04-28,MzMyNDY5MTE=,Credit Card,Bank,Renters,Bank,Bank_Credit Card_Campaign_2,Mobile,48,37,24,11,Paid Social,123,73,Bank Homeowners
2025-02-28,NjM4MzEzNzU=,Homeowners,Bank,Consumer Loans,P&C,Bank_Credit Card_Campaign_1,Mobile,40,39,24,18,Email,103,73,P&C Renters
2025-03-28,NjA2NTQ0MjA=,Auto Insurance,Bank,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Offline,40,30,21,17,Paid Search,149,74,P&C Renters
2025-03-29,NTA3MjQ2OTQ=,Homeowners,P&C,Credit Card,P&C,Bank_Deposits_Campaign_1,Internet,46,32,28,17,Paid Search,199,75,Bank Auto Insurance
2025-04-07,MzMyNDY5MTE=,Deposits,P&C,Auto Insurance,P&C,P&C_Renters_Campaign_2,Offline,44,31,27,16,Direct Mail,140,75,P&C Homeowners
2025-02-22,MzQxOTk3MDY=,Auto Insurance,Bank,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_1,Offline,45,36,25,10,Paid Social,86,65,P&C Credit Card
2025-04-18,MzAxNzIwMDc=,Homeowners,Bank,Credit Card,Bank,P&C_Homeowners_Campaign_2,Offline,44,31,24,19,Email,127,80,Bank Consumer Loans
2025-04-07,NjUyMzg4NTY=,Deposits,P&C,Consumer Loans,Bank,P&C_Homeowners_Campaign_1,Offline,42,37,22,19,Paid Social,135,65,P&C Renters
2025-02-15,Njk3NDM0MTc=,Renters,Bank,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Mobile,48,36,26,16,Paid Social,107,72,Bank Auto Insurance
2025-04-08,MTE4NzEwNjk=,Credit Card,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_2,Offline,42,35,20,18,Paid Search,142,62,Bank Deposits
2025-03-10,MzE2NTE2MzU=,Credit Card,P&C,Deposits,Bank,Bank_Deposits_Campaign_2,Mobile,48,32,28,13,Paid Search,192,62,Bank Homeowners
2025-03-16,ODI3NTQyMjU=,Deposits,P&C,Consumer Loans,P&C,P&C_Renters_Campaign_2,Mobile,47,36,20,13,Paid Display,101,62,Bank Credit Card
2025-05-02,NDU5NTI4MzQ=,Deposits,Bank,Consumer Loans,P&C,Bank_Deposits_Campaign_1,Internet,44,36,24,16,Paid Search,133,65,P&C Renters
2025-04-16,MzAxNzIwMDc=,Homeowners,P&C,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Mobile,49,35,24,12,Email,85,71,P&C Deposits
2025-03-31,NzcyNTc1MzQ=,Credit Card,P&C,Renters,P&C,P&C_Homeowners_Campaign_2,Offline,45,33,24,18,Paid Search,182,77,P&C Renters
2025-05-01,Mzk1MjY3NjU=,Auto Insurance,P&C,Auto Insurance,P&C,Bank_Credit Card_Campaign_2,Internet,40,33,28,12,Email,164,78,P&C Deposits
2025-02-10,NjQxNTA2NDg=,Homeowners,P&C,Renters,Bank,P&C_Homeowners_Campaign_2,Internet,45,30,23,18,Direct Mail,140,79,P&C Homeowners
2025-02-19,MTQxODA4NzA=,Credit Card,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_1,Mobile,47,35,24,16,Direct Mail,171,79,Bank Homeowners
2025-05-01,MTAxNzM4OTg=,Consumer Loans,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_2,Mobile,45,38,27,12,Email,192,71,P&C Auto Insurance
2025-03-10,MzY5MTMxMzM=,Credit Card,P&C,Credit Card,Bank,P&C_Homeowners_Campaign_2,Mobile,44,31,24,16,Direct Mail,159,70,P&C Consumer Loans
2025-03-09,MzMyNDY5MTE=,Deposits,P&C,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Internet,40,35,20,12,Paid Display,155,62,Bank Consumer Loans
2025-04-09,MjAxODIzMjM=,Consumer Loans,P&C,Consumer Loans,Bank,Bank_Deposits_Campaign_1,Offline,43,35,21,16,Paid Search,135,63,P&C Credit Card
2025-04-16,NTA3MjQ2OTQ=,Credit Card,Bank,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Internet,40,39,28,18,Direct Mail,129,70,Bank Renters
2025-03-02,MjAxODIzMjM=,Consumer Loans,P&C,Consumer Loans,P&C,Bank_Deposits_Campaign_2,Mobile,48,35,21,12,Paid Display,100,74,P&C Consumer Loans
2025-02-24,MjgxNDcxNzQ=,Homeowners,P&C,Credit Card,Bank,Bank_Deposits_Campaign_1,Mobile,42,31,21,16,Email,160,69,Bank Consumer Loans
2025-05-01,OTQ0Mjk1OTQ=,Homeowners,Bank,Credit Card,P&C,P&C_Renters_Campaign_2,Mobile,42,38,23,10,Paid Display,152,72,Bank Auto Insurance
2025-02-05,NzIzOTY1ODU=,Credit Card,P&C,Renters,P&C,Bank_Consumer Loans_Campaign_2,Internet,48,32,23,10,Paid Display,110,76,Bank Auto Insurance
2025-04-20,NDQwNTAzMjA=,Auto Insurance,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_2,Internet,41,32,24,13,Direct Mail,147,69,Bank Auto Insurance
2025-03-08,MTIxMzg1NDI=,Auto Insurance,Bank,Homeowners,P&C,Bank_Credit Card_Campaign_1,Internet,41,30,25,11,Direct Mail,105,68,Bank Consumer Loans
2025-04-29,ODMwNzcyMTc=,Homeowners,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_1,Mobile,44,35,24,12,Email,187,72,Bank Consumer Loans
2025-04-13,OTk1NTQ2Mjg=,Credit Card,P&C,Homeowners,P&C,P&C_Homeowners_Campaign_1,Mobile,44,33,27,10,Paid Search,126,66,P&C Credit Card
2025-02-23,MzY5MTMxMzM=,Credit Card,P&C,Consumer Loans,P&C,Bank_Credit Card_Campaign_1,Mobile,41,38,20,10,Direct Mail,146,72,P&C Credit Card
2025-02-11,ODM5MzcyNDA=,Renters,Bank,Deposits,P&C,Bank_Deposits_Campaign_2,Mobile,42,33,23,12,Email,161,65,P&C Deposits
2025-03-01,OTYxNjg2Nzg=,Renters,P&C,Deposits,P&C,P&C_Auto Insurance_Campaign_2,Offline,42,37,21,15,Paid Display,114,72,Bank Credit Card
2025-03-22,NjQxNTA2NDg=,Auto Insurance,P&C,Renters,P&C,Bank_Deposits_Campaign_2,Offline,40,39,26,13,Paid Social,117,73,Bank Homeowners
2025-02-10,Mzk3NTQxMjE=,Credit Card,P&C,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Offline,46,37,21,13,Paid Display,95,74,P&C Consumer Loans
2025-04-13,MTc4MjIwOTM=,Homeowners,Bank,Credit Card,Bank,P&C_Auto Insurance_Campaign_2,Offline,40,31,24,19,Paid Search,128,63,P&C Auto Insurance
2025-03-05,ODcwNTAyNzM=,Consumer Loans,Bank,Consumer Loans,Bank,P&C_Renters_Campaign_2,Mobile,48,37,27,17,Paid Display,91,67,P&C Consumer Loans
2025-03-21,ODIzMDk4Mzk=,Consumer Loans,Bank,Auto Insurance,Bank,Bank_Deposits_Campaign_1,Mobile,47,33,26,10,Paid Search,159,67,Bank Consumer Loans
2025-02-27,MjczNDEwMTA=,Deposits,Bank,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Mobile,45,36,24,18,Direct Mail,189,60,P&C Deposits
2025-05-01,NTk2ODA3MDg=,Credit Card,P&C,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_1,Offline,43,34,28,15,Paid Search,109,78,Bank Homeowners
2025-03-25,NzcyNTc1MzQ=,Deposits,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_1,Offline,42,36,29,17,Email,144,71,P&C Auto Insurance
2025-04-15,MTQxODA4NzA=,Auto Insurance,P&C,Homeowners,P&C,Bank_Deposits_Campaign_2,Internet,42,35,23,12,Direct Mail,172,64,Bank Renters
2025-03-31,NTg1MTU4NzI=,Consumer Loans,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Offline,48,37,27,16,Paid Display,94,65,Bank Renters
2025-03-10,MzQ1MzI4NDU=,Credit Card,P&C,Renters,P&C,P&C_Renters_Campaign_1,Offline,45,39,28,15,Paid Social,152,63,Bank Homeowners
2025-03-24,MzQxOTk3MDY=,Credit Card,Bank,Homeowners,P&C,P&C_Homeowners_Campaign_1,Mobile,42,39,20,14,Paid Display,139,69,P&C Credit Card
2025-03-22,NzMxMzQyMjE=,Homeowners,Bank,Credit Card,P&C,P&C_Renters_Campaign_1,Offline,43,32,29,14,Email,152,61,P&C Renters
2025-02-10,OTU4NjgwMTM=,Auto Insurance,P&C,Consumer Loans,P&C,Bank_Credit Card_Campaign_1,Offline,42,36,26,13,Paid Social,191,63,P&C Homeowners
2025-02-07,NzEyMjY1Mjk=,Consumer Loans,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Offline,47,39,29,14,Email,104,78,Bank Credit Card
2025-02-22,MjczMDc2OTI=,Auto Insurance,P&C,Auto Insurance,P&C,P&C_Renters_Campaign_2,Offline,41,37,20,14,Direct Mail,160,74,Bank Renters
2025-04-21,NDg2NTU1MTc=,Deposits,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Internet,41,33,29,13,Paid Display,197,63,Bank Consumer Loans
